Device,DeviceDatetime,ActualHumidity,ActualTemp,Controller,DeviceTimestamp,DeviceType,Division
C6799D,2025-02-26 01:06:37+09:00,33.23,18.14,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:06:40+09:00,43.59,13.51,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:06:40+09:00,43.59,14.15,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:09:02+09:00,34.15625,18.66796875,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:09:09+09:00,37.58984375,17.30859375,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:09:31+09:00,45.51,14.24,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:09:31+09:00,42.92,14.29,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B00064D,2025-02-26 01:09:32+09:00,39.58,13.32,Mutsu01,1.7405E+12,Temp,MUTS-Flower
E3B1ED,2025-02-26 01:09:34+09:00,33.55,20,Mutsu01,1.7405E+12,Temp,MUTS-Rest
F5A6CD,2025-02-26 01:09:35+09:00,34.18,18.29,Mutsu01,1.7405E+12,Temp,MUTS-Dining
C6799D,2025-02-26 01:09:37+09:00,33.33,18.12,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:09:40+09:00,43.6,13.51,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:09:40+09:00,43.59,14.17,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:12:02+09:00,34.16796875,18.65625,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:12:09+09:00,37.59765625,17.296875,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:12:31+09:00,45.5,14.23,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:12:31+09:00,42.96,14.31,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B00064D,2025-02-26 01:12:32+09:00,39.6,13.34,Mutsu01,1.7405E+12,Temp,MUTS-Flower
E3B1ED,2025-02-26 01:12:34+09:00,33.55,19.97,Mutsu01,1.7405E+12,Temp,MUTS-Rest
F5A6CD,2025-02-26 01:12:35+09:00,34.11,18.28,Mutsu01,1.7405E+12,Temp,MUTS-Dining
C6799D,2025-02-26 01:12:37+09:00,33.42,18.08,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:12:40+09:00,43.6,13.49,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:12:40+09:00,43.61,14.14,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:15:02+09:00,34.21875,18.62890625,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:15:09+09:00,37.59765625,17.296875,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:15:31+09:00,45.47,14.24,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:15:31+09:00,43,14.28,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B00064D,2025-02-26 01:15:32+09:00,39.58,13.29,Mutsu01,1.7405E+12,Temp,MUTS-Flower
E3B1ED,2025-02-26 01:15:34+09:00,33.52,19.94,Mutsu01,1.7405E+12,Temp,MUTS-Rest
F5A6CD,2025-02-26 01:15:35+09:00,34.04,18.29,Mutsu01,1.7405E+12,Temp,MUTS-Dining
C6799D,2025-02-26 01:15:37+09:00,33.28,18.07,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:15:40+09:00,43.68,13.51,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:15:40+09:00,43.56,14.11,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:18:02+09:00,34.21875,18.63671875,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:18:09+09:00,37.6171875,17.2890625,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:18:31+09:00,45.48,14.2,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:18:31+09:00,43.05,14.3,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B00064D,2025-02-26 01:18:32+09:00,39.64,13.34,Mutsu01,1.7405E+12,Temp,MUTS-Flower
E3B1ED,2025-02-26 01:18:34+09:00,33.55,19.89,Mutsu01,1.7405E+12,Temp,MUTS-Rest
F5A6CD,2025-02-26 01:18:35+09:00,34.12,18.27,Mutsu01,1.7405E+12,Temp,MUTS-Dining
C6799D,2025-02-26 01:18:37+09:00,33.27,18.13,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:18:40+09:00,43.51,13.47,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:18:40+09:00,43.55,14.1,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:21:02+09:00,34.23828125,18.62890625,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:21:09+09:00,37.6171875,17.296875,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:21:31+09:00,45.46,14.2,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:21:31+09:00,42.95,14.26,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B00064D,2025-02-26 01:21:32+09:00,39.57,13.34,Mutsu01,1.7405E+12,Temp,MUTS-Flower
E3B1ED,2025-02-26 01:21:33+09:00,33.49,19.87,Mutsu01,1.7405E+12,Temp,MUTS-Rest
F5A6CD,2025-02-26 01:21:35+09:00,34.14,18.27,Mutsu01,1.7405E+12,Temp,MUTS-Dining
C6799D,2025-02-26 01:21:36+09:00,33.37,18.1,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:21:40+09:00,43.6,13.49,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:21:40+09:00,43.69,14.11,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:24:02+09:00,34.26953125,18.609375,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:24:09+09:00,37.59765625,17.2890625,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:24:31+09:00,45.47,14.22,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:24:31+09:00,42.97,14.25,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B00064D,2025-02-26 01:24:32+09:00,39.59,13.31,Mutsu01,1.7405E+12,Temp,MUTS-Flower
E3B1ED,2025-02-26 01:24:34+09:00,33.51,19.83,Mutsu01,1.7405E+12,Temp,MUTS-Rest
F5A6CD,2025-02-26 01:24:35+09:00,34.07,18.29,Mutsu01,1.7405E+12,Temp,MUTS-Dining
C6799D,2025-02-26 01:24:37+09:00,33.38,18.09,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:24:40+09:00,43.57,13.45,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:24:40+09:00,43.56,14.11,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:27:02+09:00,34.27734375,18.609375,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:27:10+09:00,37.63671875,17.2890625,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:27:31+09:00,45.48,14.18,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:27:31+09:00,43.02,14.25,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B00064D,2025-02-26 01:27:32+09:00,39.52,13.36,Mutsu01,1.7405E+12,Temp,MUTS-Flower
E3B1ED,2025-02-26 01:27:34+09:00,33.52,19.85,Mutsu01,1.7405E+12,Temp,MUTS-Rest
F5A6CD,2025-02-26 01:27:35+09:00,34.02,18.29,Mutsu01,1.7405E+12,Temp,MUTS-Dining
C6799D,2025-02-26 01:27:36+09:00,33.29,18.09,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0005DF,2025-02-26 01:27:40+09:00,43.6,13.45,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0006A7,2025-02-26 01:27:40+09:00,43.51,14.09,Mutsu01,1.7405E+12,Temp,MUTS-Flower
AC233FA3D9EC,2025-02-26 01:30:03+09:00,34.30859375,18.609375,Mutsu01,1.7405E+12,Temp,MUTS-Dining
AC233FA3D95B,2025-02-26 01:30:10+09:00,37.66796875,17.27734375,Mutsu01,1.7405E+12,Temp,MUTS-Dining
00246B0006B1,2025-02-26 01:30:31+09:00,45.51,14.21,Mutsu01,1.7405E+12,Temp,MUTS-Flower
00246B0005E9,2025-02-26 01:30:31+09:00,43.03,14.28,Mutsu01,1.7405E+12,Temp,MUTS-Flower
